international_id,helmet_brand,tape_color,pregame_music_genre,locker_room_role,training_pct,uses_tinted_visor,left_skate_first,brings_backup_stick,morning_skate_attended,hydration_pct,pass_drill_success_pct,0x676f6c64656e5f7469707073,video_review_completion_pct,extra_sticks_packed,warmup_laps,bus_seat_number,autographs_signed_week,skate_hollow_inches,avg_shoot_speed,shot_power_score,sleep_hours_before_game,stick_blade_curve_mm,travel_fatigue_score,recovery_balance_minutes,selection_probability
5390,Bauer,red,metal,joker,63.0194,0,0,1,1,66.65,50.99,golf,36.57,1,5,29,5,0.397,87.6,57.12,7.21,17.07,-3.62,-155,0.596795
5391,CCM,black,hip hop,hype,69.302304,0,0,1,1,47.43,71.83,xray,66.99,5,8,21,7,0.431,79.87,47.84,4.91,12.28,-3.57,-93,0.98119
5392,TRUE,red,metal,quiet,77.282615,0,0,1,1,61.91,50.62,romeo,74.85,3,6,37,3,0.864,86.26,55.51,9.11,8.29,-0.88,-140,0.11917
5393,Bauer,black,hip hop,hype,50.043943,0,1,1,0,58.25,43.2,november,49.2,3,4,41,5,0.923,83.3,51.96,6.47,10.13,-1.3,-174,0.146531
5394,Bauer,green,electronic,hype,57.120269,0,1,0,1,60.91,87.24,whiskey,79.94,0,8,19,8,0.613,83.4,52.08,8.08,15.96,-0.78,-35,0.867822
5395,Warrior,white,pop,mentor,62.239978,0,1,1,1,66.7,62.65,juliett,59.78,5,6,8,6,0.623,65.64,30.77,8.78,14.76,-1.05,-147,0.178495
5396,Warrior,red,hip hop,hype,53.816899,0,0,1,1,82.07,32.82,golf,19.1,1,3,52,8,0.614,71.19,37.43,7.6,5.75,-0.96,-93,0.045924
5397,Bauer,red,country,quiet,60.923896,0,1,1,1,78.78,33.09,uniform,25.09,5,1,35,3,0.613,95.49,,5.08,11.03,-5.56,-101,0.788607
5398,CCM,white,electronic,mentor,,0,0,1,0,69.07,74.27,lima,87.9,4,7,7,4,0.788,93.46,64.15,8.17,5.88,-0.54,-40,0.268215
5399,CCM,white,metal,joker,55.827398,0,0,1,0,66.43,47.64,whiskey,72.13,0,8,37,3,0.54,79.71,47.65,6.78,17.88,-3.3,-61,0.064543
5400,Bauer,black,hip hop,hype,23.826247,0,0,1,1,58.71,43.9,romeo,76.72,0,1,45,1,0.424,68.03,33.64,6.07,16.36,-5.19,-29,0.406842
5401,CCM,black,rock,quiet,52.816041,0,1,1,1,51.12,50.61,xray,39.45,3,3,30,6,0.904,87.31,56.77,5.96,6.48,-3.3,-25,0.70765
5402,Bauer,black,pop,quiet,48.11974,0,0,1,1,79.29,54.59,uniform,39.27,5,4,33,4,0.379,76.83,44.2,6.21,14.2,-4.89,-11,0.025757
5403,Sherwood,black,country,planner,49.112455,0,1,1,0,92.15,54.82,india,60.84,1,1,10,8,0.93,81.69,50.03,5.03,12.79,-3.08,-157,0.395183
5404,Sherwood,black,hip hop,mentor,40.879836,0,1,1,1,79.52,35.51,tango,27.23,5,6,13,6,0.829,68.83,34.6,8.77,12.59,-0.48,-64,0.956544
5405,CCM,black,hip hop,joker,67.410239,0,0,1,0,95.04,77.08,lima,43.43,2,1,36,2,0.931,75.56,42.67,5.58,5.4,-1.79,-5,0.063448
5406,CCM,blue,rock,quiet,27.510225,0,0,1,1,79.06,62.6,quebec,37.27,5,4,55,2,0.482,88.81,58.57,7.44,8.67,-6.99,-61,0.745967
5407,Sherwood,blue,electronic,quiet,36.419435,0,1,1,1,62.95,54.18,november,32.5,0,7,46,10,0.472,97.07,,6.46,12.98,-3.19,-25,0.924884
5408,Warrior,red,hip hop,joker,57.209282,0,1,1,0,97.25,77.08,sierra,29.09,5,8,11,8,0.444,76.55,43.86,8.09,17.2,-3.89,-131,0.604146
5409,Bauer,black,hip hop,planner,28.501969,1,1,1,1,49.48,37.79,quebec,37.82,0,8,8,6,0.644,77.5,45,7.2,11.08,-1.43,-177,0.723603
5410,Bauer,green,hip hop,joker,48.206858,0,1,1,0,90.71,68.36,foxtrot,40.9,1,3,42,1,0.441,86.64,55.97,8.02,8.45,-7.14,-22,0.653623
5411,Warrior,black,hip hop,mentor,56.945081,1,1,0,1,79.55,85.31,charlie,37.47,1,1,10,4,0.681,72.94,39.53,7.95,8.27,-1.05,-107,0.638332
5412,Sherwood,black,electronic,joker,51.288142,0,1,1,1,85.36,60.47,zulu,11.72,3,4,2,2,0.721,77.37,44.84,7.36,8.98,-5.01,-66,0.336813
5413,CCM,black,pop,joker,40.139426,0,1,1,0,57.08,73.63,oscar,91.58,5,4,29,4,0.879,87.1,56.52,7.08,13.05,-2.99,-142,0.879225
5414,Bauer,black,pop,mentor,43.321628,0,1,1,0,90.71,57.78,charlie,9.53,1,2,11,4,0.879,93.01,63.61,8.99,7.66,-1.45,-50,0.635606
5415,Warrior,black,pop,planner,63.017283,0,0,0,1,53.76,92.15,delta,27.21,5,5,41,7,0.659,77.41,,7.61,17.47,-3.88,-9,0.786903
5416,Bauer,green,pop,joker,63.852795,0,0,1,1,94.89,42.98,yankee,88.38,2,2,9,4,0.987,73.28,39.94,4.67,5.66,-1.55,-73,0.971116
5417,Bauer,white,country,joker,53.84561,0,1,1,0,81.85,56.66,zulu,60.6,1,4,37,8,0.899,84.17,53,7.84,4.93,-0.28,-22,0.707002
5418,Warrior,white,pop,mentor,34.573389,0,0,1,0,96.84,36.05,juliett,41.19,2,5,44,9,0.907,74.66,41.59,7.49,16.37,-2.54,-138,0.429625
5419,CCM,black,hip hop,hype,61.620611,1,1,1,0,76.41,11.16,november,87.54,5,5,13,3,0.84,68.9,34.68,9.44,13.41,-3.19,-66,0.135295
5420,CCM,white,hip hop,hype,68.706137,0,1,0,0,54,48.2,yankee,39.48,0,2,4,8,0.816,85.31,54.37,5.72,4.26,-0.83,-178,0.659959
5421,Bauer,white,electronic,quiet,59.823848,1,1,1,0,57.89,35.79,quebec,70.76,3,4,1,2,0.73,84.62,53.54,7.4,10.47,-1.48,-165,0.720123
5422,Bauer,red,electronic,mentor,25.077236,0,1,0,1,72.94,52.26,xray,69.89,5,6,51,4,0.949,85.7,54.84,5.39,14.67,-2.1,-82,0.706759
5423,CCM,black,country,planner,51.484404,0,0,1,1,76.28,59.53,sierra,25,0,8,25,3,0.864,77.65,45.18,6.71,14.32,-2.52,-100,0.068199
5424,Warrior,black,metal,planner,69.809653,0,1,0,0,89.71,77.09,hotel,70.9,3,7,19,4,0.911,88.58,58.3,5.05,11.32,-0.77,-10,0.10065
5425,TRUE,black,country,hype,50.768038,0,1,1,0,93.53,54.62,victor,23.22,0,6,27,4,0.809,72.47,38.96,6.77,10.18,-1.13,-128,0.931799
5426,Warrior,blue,metal,hype,33.023049,0,1,1,0,84.8,61.13,november,63.71,5,3,44,5,0.931,78.04,45.65,4.91,8.98,-9.61,-105,0.353452
5427,CCM,white,pop,quiet,47.383825,0,1,0,1,57.17,80.29,alpha,51.36,4,8,25,9,0.831,96.48,67.78,5.47,16.79,-2.37,-77,0.288247
5428,Bauer,white,rock,hype,75.686139,0,1,1,0,46.02,61.2,november,18.58,3,1,18,4,0.684,62.31,26.77,8,9.45,-2.97,-149,0.952814
5429,Bauer,white,metal,mentor,21.370952,0,0,0,0,69.35,85.93,xray,65.4,3,4,24,4,0.835,82.58,51.1,7.43,9.27,-3.19,-54,0.700763
5430,Warrior,white,hip hop,planner,72.484543,0,1,1,1,48.73,51.71,november,13.19,5,3,5,10,0.599,80.05,48.06,9.13,6.41,-2.32,-48,0.654957
5431,CCM,black,hip hop,joker,48.199711,0,1,1,1,78.83,65.27,charlie,47.8,3,3,28,8,0.448,79.81,47.77,7.81,17.77,-2.84,-40,0.660048
5432,Bauer,blue,rock,planner,69.396045,0,1,1,1,93.46,58.49,november,21.54,5,1,30,3,0.425,70.19,,7,4.2,-1.32,-78,0.139963
5433,CCM,black,metal,joker,81.377799,0,1,1,1,74.2,92.21,delta,66.09,4,7,49,7,0.995,75.39,42.47,7.28,4.36,-2.86,-145,0.825993
5434,Warrior,black,hip hop,mentor,48.330956,0,1,0,1,66.28,75.42,india,22.36,0,1,32,5,0.839,92.25,62.7,6.53,8.28,-1.83,-101,0.258422
5435,Bauer,black,country,mentor,48.844649,0,1,0,1,81.18,49.61,bravo,47.84,1,4,34,3,0.821,84.81,53.77,8.7,14.44,-0.83,-126,0.568169
5436,Bauer,black,hip hop,quiet,68.551908,0,0,1,1,84.78,85.87,mike,27.67,4,3,33,4,0.609,76,43.2,7.15,13.27,-0.8,-180,0.052102
5437,Warrior,white,electronic,hype,45.094691,0,0,1,0,91.99,84.55,november,47.81,5,2,12,7,0.972,71.92,38.3,8.74,12.85,-2.31,-38,0.467365
5438,CCM,white,country,quiet,58.436763,0,0,1,0,58.01,38.61,bravo,75.02,0,6,50,6,0.393,65.79,30.95,7.62,12.3,-1.52,-73,0.585421
5439,Bauer,white,hip hop,mentor,,0,0,1,0,69.38,48.44,india,69.97,5,5,50,6,0.709,81.14,,6.55,8.65,-1.21,-177,0.995355
5440,Warrior,black,electronic,joker,72.829943,1,0,1,1,66.28,75.62,sierra,53.37,0,4,17,4,0.87,88.5,58.2,7.04,8.2,-0.31,-8,0.833722
5441,Warrior,black,country,mentor,41.203495,0,1,1,1,65.14,66.28,yankee,20.57,0,4,48,5,0.579,58.64,22.37,7.03,17.03,-2.52,-122,0.974601
5442,Bauer,black,country,quiet,43.060059,0,1,0,1,57.54,34.61,mike,31.95,0,4,16,4,0.556,65.96,31.15,6.52,10.68,-1.84,-137,0.667541
5443,Warrior,black,pop,planner,41.031333,0,0,1,1,87.09,71.64,yankee,63.34,5,4,49,7,0.673,76.32,43.58,7.42,11.8,-6.1,-96,0.997559
5444,Bauer,white,metal,quiet,43.859009,0,0,0,1,50.61,43.99,quebec,75.41,2,3,4,4,0.9,88.1,57.72,7.61,9.29,-0.8,-74,0.271566
5445,Warrior,black,metal,quiet,39.618481,0,1,1,1,76.3,69.25,foxtrot,42.69,3,6,45,1,0.699,72.64,39.17,6.7,7.74,-4.1,-166,0.945052
5446,Bauer,black,hip hop,joker,57.241073,0,0,1,1,63.75,33.92,romeo,25.17,2,3,3,6,0.691,79.3,47.16,7.11,13.62,-2.89,-95,0.124698
5447,Bauer,black,hip hop,joker,36.752744,0,1,1,1,47.06,59.65,foxtrot,60.76,2,5,48,11,0.963,84.02,,6.36,5.38,-1.74,-51,0.899281
5448,Warrior,white,rock,planner,82.678639,0,0,1,0,59.06,67.7,echo,51.6,1,1,50,4,0.818,79.66,47.59,7.06,14.27,-0.95,-133,0.095545
5449,Warrior,black,country,quiet,45.930792,0,1,0,1,54.88,56.1,yankee,13.75,4,7,19,6,0.534,70.09,36.11,5.21,6.04,-6.34,-107,0.966852
5450,Bauer,white,country,hype,39.861789,0,0,1,1,46.34,51.11,xray,47.29,5,2,46,6,0.853,80.43,48.52,8.12,8.94,-2.83,-66,0.679056
5451,Sherwood,black,country,hype,57.841793,1,0,1,1,94.35,67.57,bravo,61.75,0,2,48,6,0.506,76.45,43.74,6.96,16.67,-0.68,-128,0.684483
5452,CCM,white,rock,hype,79.898855,0,0,1,1,45.78,68.11,zulu,72.14,0,2,5,5,0.509,73.95,40.74,8.65,6.65,-1.16,-156,0.019036
5453,CCM,black,pop,quiet,58.779388,0,1,1,1,46.17,82.13,uniform,40.94,3,3,44,6,0.602,67.3,32.76,8.18,5.65,-2.72,-158,0.032738
5454,Bauer,black,hip hop,hype,49.272799,0,0,1,0,67.38,71.53,hotel,80.42,4,7,3,8,0.736,84.45,53.34,6.63,6.34,-0.54,-109,0.921403
5455,Bauer,blue,metal,joker,,0,0,1,1,70.06,56.79,sierra,90.9,0,8,34,3,0.7,82.32,50.78,6.57,12.64,-5.53,-117,0.488275
5456,TRUE,green,hip hop,joker,73.02998,0,0,1,1,97.08,63.21,oscar,45.92,4,8,21,1,0.835,80.55,48.66,7,4.79,-3.41,-141,0.779989
5457,CCM,white,pop,hype,67.725604,0,0,0,0,78.75,76.1,quebec,55.47,3,5,53,7,0.762,80.38,48.46,6.73,6.52,-0.89,-29,0.837364
5458,CCM,black,rock,hype,32.492028,1,1,0,0,55.12,59.63,delta,84.33,4,7,34,3,0.781,89.03,58.84,8.69,15.04,-2.24,-9,0.183511
5459,TRUE,blue,hip hop,joker,60.273897,0,0,1,1,81.09,66.14,echo,45.57,5,1,34,8,0.512,86.65,55.98,6.35,10.56,-3.16,-16,0.647373
5460,Bauer,white,electronic,hype,23.373155,0,0,1,0,65.02,89,mike,83.02,1,2,31,5,0.755,91.91,,9.21,15.51,-2.16,-86,0.167389
5461,Warrior,white,country,quiet,29.404658,0,0,1,1,67.69,51.82,quebec,43.03,5,6,47,5,0.863,97.04,68.45,9.27,14.42,-3.35,-34,0.736882
5462,CCM,white,country,hype,71.701194,1,1,1,1,67.91,80.46,uniform,93.18,1,1,13,6,0.401,80.86,49.03,7.91,11.73,-5.67,-94,0.676274
5463,TRUE,white,country,quiet,67.581387,1,1,1,0,93.82,59.75,uniform,50.88,4,3,6,6,0.813,69.56,35.47,7.93,16.59,-1.5,-173,0.580777
5464,CCM,black,pop,hype,41.835344,1,1,1,0,85.45,57.83,quebec,82.27,2,7,41,6,0.819,80.37,48.44,8.14,11.1,-1.3,-32,0.757327
5465,Sherwood,black,metal,hype,24.522287,0,0,1,0,56.25,91.97,juliett,20.71,0,3,16,3,0.526,80.94,49.13,8.73,13.57,-4.72,-126,0.413234
5466,CCM,white,rock,quiet,43.382462,0,1,0,1,60.2,85.49,yankee,62.35,1,7,41,2,0.686,84.14,52.97,7.14,7.23,-0.69,-113,0.968616
5467,Bauer,black,country,hype,33.957369,0,1,1,1,55.53,63.45,oscar,82.99,2,4,8,1,0.381,78.21,45.85,7.19,17.85,-0.93,-89,0.327771
5468,CCM,white,metal,joker,45.111878,1,0,1,1,83.14,76.05,india,45.91,4,7,5,4,0.598,79.03,46.84,7.78,6.91,-0.25,-109,0.420026
5469,Bauer,black,rock,planner,42.888243,0,0,1,1,74.28,73.96,kilo,19.9,5,7,26,9,0.965,70.74,36.89,6.93,17.92,-1.57,-8,0.948378
5470,Bauer,white,pop,quiet,59.856812,0,0,1,0,95.33,73.42,echo,26.93,1,7,2,3,0.603,81.62,49.94,8.01,11.67,-1.27,-171,0.801975
5471,CCM,blue,pop,hype,62.619395,0,1,0,0,60.9,51.63,papa,48.75,1,2,20,5,0.984,83.53,52.24,7.59,14.35,-1.41,-141,0.350305
5472,Bauer,white,metal,planner,54.421855,0,1,1,0,94.28,34.76,uniform,96.12,5,5,44,5,0.906,87.79,,7.61,5.42,-5.03,-137,0.883431
5473,CCM,blue,electronic,quiet,49.68659,0,1,0,0,54,65.29,juliett,46.36,0,2,30,6,0.841,89.69,59.63,6.17,8.76,-0.87,-34,0.433677
5474,Warrior,black,country,mentor,37.806477,0,1,1,1,46.45,52.26,foxtrot,59.96,4,1,21,5,0.667,88.35,58.02,5.96,14.31,-0.22,-150,0.898278
5475,Sherwood,white,country,quiet,25.320574,0,0,0,0,46.89,88.5,alpha,61.46,4,4,51,4,0.759,83.92,52.7,7.74,17.32,-0.99,-73,0.294933
5476,Bauer,white,electronic,joker,48.354801,0,0,1,0,93.14,79.69,foxtrot,27.26,5,2,44,2,0.73,78.93,46.72,7.79,6.55,-4.06,-52,0.835664
5477,CCM,white,pop,quiet,35.259927,0,1,1,1,99.45,71.56,charlie,43.8,5,6,25,3,0.611,79.35,,8.25,6.2,-1.23,-16,0.66484
5478,TRUE,white,country,hype,45.399018,1,0,1,1,66.97,73.01,zulu,53.61,3,5,42,6,0.524,81.27,49.52,6.75,4.67,-2.8,-58,0.22208
5479,Warrior,black,metal,quiet,51.620133,0,0,0,1,55.75,84.55,hotel,31.12,0,8,49,7,0.509,78.34,,6.67,11.05,-0.48,-65,0.408512
5480,CCM,white,pop,quiet,38.418727,0,0,1,1,69.2,51.8,echo,62.09,2,7,14,6,0.414,71.03,,7.5,11.39,-7.07,-172,0.917383
5481,Bauer,black,pop,quiet,51.459129,0,0,1,1,74.22,78.66,echo,46.86,3,7,33,2,0.535,84.23,53.08,4.97,9.11,-2.1,-128,0.871171
5482,Bauer,white,country,joker,53.918691,1,1,1,1,61.64,76.15,mike,55.89,1,1,48,6,0.545,82.71,51.25,6.5,6.08,-1.55,-104,0.690758
5483,Bauer,black,hip hop,quiet,88.278293,0,0,1,1,74.91,64.05,uniform,24.44,2,1,28,6,0.895,72.54,39.05,9.08,4.99,-9.87,-54,0.085343
5484,Warrior,white,country,hype,74.370127,1,0,0,0,82.78,53.52,romeo,32.06,0,3,19,5,0.647,77.21,44.65,8.26,6.09,-3.62,-33,0.120601
5485,CCM,black,hip hop,quiet,52.884572,0,1,1,1,82.69,52.51,charlie,94.02,1,5,13,2,0.75,87.22,56.66,6.92,4.79,-1.44,-123,0.653332
5486,Bauer,white,hip hop,joker,50.563204,0,1,0,0,70.18,78.11,romeo,24.11,2,6,11,5,0.5,91.65,61.98,8.92,6.72,-1.58,-40,0.323927
5487,Sherwood,white,metal,quiet,65.561795,0,0,1,1,59.91,65.78,foxtrot,49.66,0,4,6,10,0.941,82.3,50.76,9.02,15.91,-4.62,-156,0.901941
5488,CCM,blue,hip hop,joker,,0,1,1,1,57.7,83.72,echo,69.1,4,5,20,7,0.902,85.64,54.77,4.94,9.93,-1.45,-159,0.806378
5489,Sherwood,green,hip hop,planner,69.690845,0,1,0,1,70.88,88.29,golf,83.25,0,8,11,5,0.465,67.51,33.01,5.28,17.28,-1.28,-99,0.524858
5490,CCM,black,country,quiet,53.759604,0,0,1,1,94.18,49.48,uniform,57.63,2,1,4,6,0.973,76.72,44.06,8.97,14.58,-1.76,-163,0.033192
5491,Warrior,red,rock,joker,46.062846,0,0,1,1,57.77,58.07,bravo,75.62,5,6,51,7,0.683,77.88,45.46,8.04,15.23,-3.59,-8,0.566252
5492,CCM,black,metal,quiet,37.759161,0,0,1,1,95.76,67.04,papa,82.34,1,7,8,6,0.901,93.66,64.39,7.4,8.14,-0.59,-60,0.343366
5493,Sherwood,black,metal,quiet,,1,1,1,1,93.34,65.03,hotel,18.98,4,5,35,3,0.523,89.66,,6.01,13.1,-1.6,-29,0.787333
5494,Bauer,white,country,quiet,41.915196,0,0,1,1,73.53,73.15,kilo,67.08,3,2,14,3,0.838,81.75,50.1,5.3,6.98,-6.63,-119,0.629032
5495,Bauer,white,electronic,mentor,46.389986,1,1,1,1,82.84,60.99,lima,26.64,1,7,8,4,0.498,80.03,48.04,7.67,7.6,-0.27,-67,0.891986
5496,Warrior,black,electronic,hype,42.863767,0,1,1,0,65.05,53.31,xray,49.87,1,7,46,5,0.945,91.65,61.98,7.17,5.27,-3.39,-25,0.691202
5497,CCM,white,rock,mentor,62.699422,0,1,1,1,53.61,63.09,mike,65.9,3,6,6,4,0.877,76.46,43.75,7.99,10.95,-7.7,-101,0.053591
5498,TRUE,white,electronic,planner,69.806308,0,0,1,1,76.56,39.27,kilo,49.11,4,1,34,5,0.664,82.19,50.63,8.31,8.27,-0.76,-53,0.099895
5499,Bauer,white,country,mentor,61.550307,0,0,1,1,67.12,92.64,delta,54.19,0,7,28,9,0.669,78.76,46.51,7.84,7.02,-2.13,-85,0.088288
5500,Bauer,black,country,joker,70.868476,1,1,1,0,87.28,69.66,echo,67.66,2,4,10,8,0.958,94.45,65.34,7.49,8.42,-2.14,-8,0.79924
5501,Bauer,blue,electronic,hype,72.514138,0,1,1,0,64.95,79.93,zulu,91,4,4,10,2,0.545,74.84,41.81,8.8,11.62,-2,-74,0.009304
5502,CCM,white,pop,planner,69.208391,0,0,1,0,75.52,50.57,tango,58.75,5,5,13,5,0.401,81,49.2,7.72,12.61,-2.72,-146,0.956648
5503,TRUE,white,electronic,quiet,41.719673,0,1,1,1,71.88,59.55,yankee,47.05,4,2,45,3,0.551,82.98,51.58,8.47,13.03,-1.12,-80,0.70819
5504,Sherwood,red,electronic,hype,50.312122,0,0,1,1,49.37,48.86,zulu,64.65,2,5,38,5,0.437,84.91,53.89,7.27,15.99,-5.65,-35,0.153069
5505,Sherwood,green,country,mentor,62.533345,0,0,1,0,82.98,76.6,golf,89.36,1,7,40,3,0.415,86.22,55.46,8.11,12.21,-1.85,-98,0.501977
5506,Sherwood,black,metal,hype,70.666967,0,1,1,1,85.56,26.2,kilo,20.14,2,3,23,4,0.9,69.47,35.36,9.36,17.2,-2.18,-64,0.208465
5507,Bauer,black,metal,quiet,61.391933,0,1,1,0,47.85,50.63,uniform,61,2,7,40,7,0.949,77.11,44.53,8.6,6.93,-5.4,-94,0.485914
5508,CCM,blue,country,planner,53.893126,1,0,1,1,66.47,70.4,tango,66.98,1,1,45,4,0.401,75.14,42.17,9.65,9.34,-0.63,-68,0.669682
5509,CCM,black,rock,joker,36.443571,0,0,1,1,59.91,61.68,uniform,7.79,1,2,37,9,0.968,80.17,48.2,7.81,5.7,-5.99,-92,0.400509
5510,Warrior,black,hip hop,hype,59.68313,1,0,0,1,63.54,59.13,oscar,53.64,0,5,37,10,0.391,86.65,55.98,6.99,15.11,-1.57,-99,0.796964
5511,Sherwood,black,hip hop,planner,40.633429,0,0,1,0,59.3,78.35,echo,33,0,8,48,4,0.534,83.68,52.42,7.1,15.39,-6.3,-5,0.244658
5512,Bauer,blue,metal,joker,,0,1,1,1,61.77,60.73,foxtrot,73.21,5,8,7,1,0.912,82.37,50.84,5.81,16.99,-0.62,-47,0.877477
5513,CCM,white,metal,hype,33.713902,0,0,0,1,61.42,64.05,papa,81.55,0,4,16,10,0.799,85.72,,7.67,10.37,-0.43,-52,0.325733
5514,CCM,black,hip hop,mentor,79.310805,0,0,1,1,70.75,51.31,yankee,50,5,6,44,8,0.472,71.86,,8.48,5.52,-4.1,-48,0.093556
5515,Sherwood,black,rock,joker,33.448691,0,1,1,1,97.51,91.84,hotel,34.96,1,8,51,4,0.687,87.5,57,7.7,9.89,-1.85,-163,0.862023
5516,TRUE,white,electronic,joker,20.189915,1,1,0,1,86.48,84.85,yankee,70.03,5,7,17,5,0.769,76.59,43.91,8.12,6.76,-4.67,-159,0.175508
5517,TRUE,black,metal,mentor,42.937256,0,1,1,0,58.18,62.05,uniform,38.53,0,7,13,3,0.511,90.9,61.08,5.88,5.96,-6.97,-63,0.278335
5518,Warrior,white,rock,planner,,1,1,1,1,64.63,67.16,zulu,63.13,4,8,38,10,0.73,73.59,40.31,8.01,6.96,-0.62,-66,0.213221
5519,Sherwood,blue,hip hop,planner,40.193441,0,0,1,1,99.25,46.31,kilo,31.3,2,5,44,7,0.55,77.1,44.52,9.27,14.27,-4.27,-25,0.619023
5520,Sherwood,black,rock,mentor,29.247752,0,0,0,1,94.51,75.65,oscar,64.07,0,3,49,7,0.506,78.99,46.79,7.59,8.67,-2.84,-12,0.698077
5521,Bauer,black,country,planner,43.409303,0,1,1,0,56.03,44.88,bravo,55.84,3,7,35,6,0.828,74.71,41.65,7.48,12.91,-6.61,-118,0.583473
5522,Sherwood,white,metal,hype,42.035589,0,0,1,1,69.78,35.1,india,64.92,1,1,3,2,0.935,92.76,63.31,7.99,7.85,-2.24,-88,0.366047
5523,CCM,white,hip hop,quiet,55.473846,0,0,0,1,73.18,89.82,lima,67.11,0,3,47,7,0.799,87.58,57.1,5.23,17.42,-0.43,-149,0.821511
5524,Bauer,black,electronic,hype,46.013981,0,1,1,1,80.02,79.34,golf,36.08,2,3,32,3,0.709,73.62,40.34,7.65,15.4,-4.65,-141,0.534962
5525,CCM,white,hip hop,joker,44.463039,0,1,0,1,72.48,37.66,golf,19.15,2,6,40,2,0.449,83.62,52.34,8.44,11.99,-1.1,-118,0.275058
5526,CCM,black,rock,quiet,66.813766,0,0,1,1,52.53,36.4,bravo,95.57,5,5,12,3,0.661,85.81,,8.28,4.36,-0.84,-91,0.597277
5527,CCM,black,country,joker,69.558198,1,1,1,1,97.42,84.43,yankee,41.59,3,3,1,5,0.868,69.52,35.42,4.98,12.84,-1.07,-5,0.524157
5528,CCM,red,rock,hype,54.060516,0,0,1,1,60.92,80.23,foxtrot,42.91,2,8,42,6,0.744,76.63,,8.58,11.35,-3.87,-57,0.572887
5529,Warrior,white,metal,quiet,54.971598,0,1,1,1,63.51,30.34,kilo,78.91,3,4,10,4,0.7,72.87,39.44,6.33,13.93,-2.28,-78,0.589747
5530,Warrior,white,hip hop,joker,34.564646,0,0,1,1,74.19,55.05,india,58.04,3,1,16,4,0.536,82.47,,5.52,12.34,-1.69,-109,0.704885
5531,Bauer,white,electronic,mentor,44.95117,0,0,1,1,46.09,25.71,lima,89.92,2,7,16,2,0.637,86.35,55.62,8.19,6.11,-1.27,-167,0.173937
5532,TRUE,green,country,quiet,67.313314,0,1,0,0,72.39,52.48,romeo,97.31,5,8,40,7,0.634,78.48,46.18,7.62,5.29,-3.05,-143,0.792013
5533,CCM,white,metal,joker,67.860831,0,0,1,1,73.95,71.84,golf,47.08,3,1,11,8,0.971,82.34,50.81,9.3,9.93,-0.8,-133,0.534159
5534,TRUE,black,rock,quiet,14.585802,1,0,0,1,71.95,49.21,oscar,71.56,5,1,10,6,0.802,96.7,,6.84,8.61,-3.24,-38,0.764531
5535,Warrior,black,hip hop,quiet,62.598392,0,0,1,0,65.84,73.18,foxtrot,86.39,3,8,37,4,0.832,83.12,,5.89,17.88,-0.94,-130,0.092323
5536,Sherwood,blue,metal,quiet,64.112377,0,1,1,1,93.59,69.94,india,25.74,4,2,26,6,0.439,78,45.6,5.85,12.42,-3.7,-53,0.02397
5537,Warrior,green,rock,quiet,57.227964,0,0,1,0,68.68,74.87,india,22.58,5,8,45,3,0.677,82.44,,7.27,17.04,-3.47,-115,0.995857
5538,CCM,red,hip hop,hype,,0,1,1,0,64.51,61.19,bravo,51.22,2,2,23,2,0.424,74.85,,9.13,16.52,-1.46,-113,0.151851
5539,Bauer,black,metal,joker,24.092613,0,0,0,1,89.65,30.67,zulu,26.7,4,4,27,5,0.9,90.63,60.76,9.18,17.5,-2.03,-27,0.20872
5540,Warrior,white,metal,mentor,64.378151,0,0,1,0,85.78,59.79,kilo,40.9,3,5,40,5,0.901,75.98,43.18,7.24,16.34,-0.54,-140,0.651539
5541,CCM,white,pop,quiet,30.446896,0,1,0,1,62.89,82.4,november,20.37,2,8,35,6,0.794,94.51,65.41,6.71,9.3,-0.27,-144,0.140532
5542,CCM,white,country,quiet,44.788027,0,1,0,1,74.8,50.5,romeo,26.31,0,8,8,2,0.945,75.2,42.24,6.59,15.97,-2.31,-87,0.097834
5543,TRUE,blue,rock,quiet,67.569962,1,1,1,0,67.13,67.9,oscar,29.22,1,1,23,4,0.707,79.47,47.36,6.14,5.74,-2.42,-156,0.964679
5544,Sherwood,red,rock,planner,47.293509,0,1,0,1,75.8,43.79,lima,79.32,4,3,15,3,0.461,75.14,42.17,6.52,5.45,-4.73,-144,0.346267
5545,CCM,black,rock,hype,56.178484,0,1,1,1,49.52,61.12,juliett,15.62,1,4,48,4,0.848,74.22,41.06,6.97,11.2,-0.9,-13,0.965348
5546,Bauer,black,hip hop,mentor,25.997265,1,0,1,1,90.81,48.98,xray,33.97,0,3,14,6,0.784,77.02,44.42,7.84,7.25,-3.09,-137,0.735865
5547,TRUE,black,pop,quiet,48.397486,1,1,1,1,64.98,54.08,golf,86.64,5,2,26,3,0.568,76.85,44.22,4.82,5.87,-0.43,-52,0.874503
5548,Bauer,blue,electronic,planner,,0,0,1,1,48.77,71.43,alpha,29.22,0,1,7,7,0.473,93.73,,8.45,7.93,-5.71,-72,0.279296
5549,CCM,red,hip hop,joker,,0,0,1,1,46.43,68.93,victor,28.64,5,1,52,6,0.741,72.13,,8.09,16.62,-2.47,-160,0.138741
5550,CCM,white,hip hop,joker,47.024544,0,1,1,0,85.83,31.71,papa,42.39,0,8,6,6,0.399,75.09,42.11,6.75,13.91,-3.95,-89,0.072446
